Data As Of,Totals By,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
2023-09-27,By Month,Texas,All Sexes,65-74 years,304,4099,397,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,229,4476,377,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,142,4415,264,0
2023-09-27,By Month,Texas,Male,All Ages,695,10246,849,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,92,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,173,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,20,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,30,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,244,0,0
2023-09-27,By Month,Texas,Male,18-29 years,15,411,0,0
2023-09-27,By Month,Texas,Male,25-34 years,27,433,12,0
2023-09-27,By Month,Texas,Male,30-39 years,37,477,31,0
2023-09-27,By Month,Texas,Male,35-44 years,54,511,45,0
2023-09-27,By Month,Texas,Male,40-49 years,77,609,61,0
2023-09-27,By Month,Texas,Male,45-54 years,89,823,76,0
2023-09-27,By Month,Texas,Male,50-64 years,219,2261,208,0
2023-09-27,By Month,Texas,Male,55-64 years,172,1778,170,0
2023-09-27,By Month,Texas,Male,65-74 years,163,2367,234,0
2023-09-27,By Month,Texas,Male,75-84 years,123,2231,196,0
2023-09-27,By Month,Texas,Male,85 years and over,60,1717,114,0
2023-09-27,By Month,Texas,Female,All Ages,514,8975,719,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,70,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,127,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,20,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,22,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,71,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,136,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,175,0,0
2023-09-27,By Month,Texas,Female,30-39 years,16,210,16,0
2023-09-27,By Month,Texas,Female,35-44 years,27,271,27,0
2023-09-27,By Month,Texas,Female,40-49 years,35,386,30,0
2023-09-27,By Month,Texas,Female,45-54 years,55,552,59,0
2023-09-27,By Month,Texas,Female,50-64 years,124,1441,168,0
2023-09-27,By Month,Texas,Female,55-64 years,89,1119,124,0
2023-09-27,By Month,Texas,Female,65-74 years,141,1732,163,0
2023-09-27,By Month,Texas,Female,75-84 years,106,2245,181,0
2023-09-27,By Month,Texas,Female,85 years and over,82,2698,150,0
2023-09-27,By Month,Texas,All Sexes,All Ages,766,18461,1360,0
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,162,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,312,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,41,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,46,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,377,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,13,564,12,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,23,570,26,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,27,708,34,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,45,824,50,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,79,1000,93,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,106,1327,129,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,234,3534,311,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,174,2771,241,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,183,3994,358,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,139,4186,320,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,90,4163,230,0
2023-09-27,By Month,Texas,Male,All Ages,423,9946,742,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,78,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,162,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,17,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,25,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,287,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,445,0,0
2023-09-27,By Month,Texas,Male,25-34 years,16,426,17,0
2023-09-27,By Month,Texas,Male,30-39 years,17,500,20,0
2023-09-27,By Month,Texas,Male,35-44 years,28,559,24,0
2023-09-27,By Month,Texas,Male,40-49 years,50,641,53,0
2023-09-27,By Month,Texas,Male,45-54 years,66,841,79,0
2023-09-27,By Month,Texas,Male,50-64 years,139,2133,187,0
2023-09-27,By Month,Texas,Male,55-64 years,102,1648,146,0
2023-09-27,By Month,Texas,Male,65-74 years,107,2326,205,0
2023-09-27,By Month,Texas,Male,75-84 years,61,2107,162,0
2023-09-27,By Month,Texas,Male,85 years and over,39,1632,105,0
2023-09-27,By Month,Texas,Female,All Ages,343,8515,618,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,84,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,150,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,24,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,21,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,90,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,119,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,144,0,0
2023-09-27,By Month,Texas,Female,30-39 years,10,208,14,0
2023-09-27,By Month,Texas,Female,35-44 years,17,265,26,0
2023-09-27,By Month,Texas,Female,40-49 years,29,359,40,0
2023-09-27,By Month,Texas,Female,45-54 years,40,486,50,0
2023-09-27,By Month,Texas,Female,50-64 years,95,1401,124,0
2023-09-27,By Month,Texas,Female,55-64 years,72,1123,95,0
2023-09-27,By Month,Texas,Female,65-74 years,76,1668,153,0
2023-09-27,By Month,Texas,Female,75-84 years,78,2079,158,0
2023-09-27,By Month,Texas,Female,85 years and over,51,2531,125,0
2023-09-27,By Month,Texas,All Sexes,All Ages,1343,19837,1778,0
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,163,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,308,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,43,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,51,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,15,331,12,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,29,512,21,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,36,529,31,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,65,704,58,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,112,881,85,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,154,1110,118,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,182,1488,162,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,361,3722,381,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,264,2870,288,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,303,4312,441,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,256,4574,424,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,173,4595,332,0
2023-09-27,By Month,Texas,Male,All Ages,784,10726,1016,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,81,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,172,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,23,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,29,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,232,0,0
2023-09-27,By Month,Texas,Male,18-29 years,16,371,13,0
2023-09-27,By Month,Texas,Male,25-34 years,24,399,20,0
2023-09-27,By Month,Texas,Male,30-39 years,41,483,34,0
2023-09-27,By Month,Texas,Male,35-44 years,81,583,62,0
2023-09-27,By Month,Texas,Male,40-49 years,115,733,83,0
2023-09-27,By Month,Texas,Male,45-54 years,123,950,101,0
2023-09-27,By Month,Texas,Male,50-64 years,210,2305,231,0
2023-09-27,By Month,Texas,Male,55-64 years,147,1767,171,0
2023-09-27,By Month,Texas,Male,65-74 years,170,2508,266,0
2023-09-27,By Month,Texas,Male,75-84 years,144,2361,227,0
2023-09-27,By Month,Texas,Male,85 years and over,87,1793,160,0
2023-09-27,By Month,Texas,Female,All Ages,559,9111,762,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,82,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,136,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,20,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,22,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,99,0,0
2023-09-27,By Month,Texas,Female,18-29 years,13,141,0,0
2023-09-27,By Month,Texas,Female,25-34 years,12,130,11,0
2023-09-27,By Month,Texas,Female,30-39 years,24,221,24,0
2023-09-27,By Month,Texas,Female,35-44 years,31,298,23,0
2023-09-27,By Month,Texas,Female,40-49 years,39,377,35,0
2023-09-27,By Month,Texas,Female,45-54 years,59,538,61,0
2023-09-27,By Month,Texas,Female,50-64 years,151,1417,150,0
2023-09-27,By Month,Texas,Female,55-64 years,117,1103,117,0
2023-09-27,By Month,Texas,Female,65-74 years,133,1804,175,0
2023-09-27,By Month,Texas,Female,75-84 years,112,2213,197,0
2023-09-27,By Month,Texas,Female,85 years and over,86,2802,172,0
2023-09-27,By Month,Texas,All Sexes,All Ages,7321,26563,5499,13
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,157,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,16,294,12,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,31,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,51,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,58,374,31,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,144,662,79,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,263,807,155,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,429,1045,263,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,593,1363,368,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,873,1838,542,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,1159,2424,723,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,2167,5762,1483,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,1548,4394,1094,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,1627,5732,1311,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,1266,5772,1102,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,799,5458,707,0
2023-09-27,By Month,Texas,Male,All Ages,4337,14540,3199,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,83,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,163,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,16,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,29,0,0
2023-09-27,By Month,Texas,Male,15-24 years,29,266,20,0
2023-09-27,By Month,Texas,Male,18-29 years,87,477,47,0
2023-09-27,By Month,Texas,Male,25-34 years,164,563,95,0
2023-09-27,By Month,Texas,Male,30-39 years,256,678,160,0
2023-09-27,By Month,Texas,Male,35-44 years,378,877,236,0
2023-09-27,By Month,Texas,Male,40-49 years,585,1203,375,0
2023-09-27,By Month,Texas,Male,45-54 years,786,1591,497,0
2023-09-27,By Month,Texas,Male,50-64 years,1380,3620,914,0
2023-09-27,By Month,Texas,Male,55-64 years,955,2716,651,0
2023-09-27,By Month,Texas,Male,65-74 years,936,3256,739,0
2023-09-27,By Month,Texas,Male,75-84 years,694,2969,601,0
2023-09-27,By Month,Texas,Male,85 years and over,392,2174,356,0
2023-09-27,By Month,Texas,Female,All Ages,2984,12023,2300,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,74,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,131,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,15,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,22,0,0
2023-09-27,By Month,Texas,Female,15-24 years,29,108,11,0
2023-09-27,By Month,Texas,Female,18-29 years,57,185,32,0
2023-09-27,By Month,Texas,Female,25-34 years,99,244,60,0
2023-09-27,By Month,Texas,Female,30-39 years,173,367,103,0
2023-09-27,By Month,Texas,Female,35-44 years,215,486,132,0
2023-09-27,By Month,Texas,Female,40-49 years,288,635,167,0
2023-09-27,By Month,Texas,Female,45-54 years,373,833,226,0
2023-09-27,By Month,Texas,Female,50-64 years,787,2142,569,0
2023-09-27,By Month,Texas,Female,55-64 years,593,1678,443,0
2023-09-27,By Month,Texas,Female,65-74 years,691,2476,572,0
2023-09-27,By Month,Texas,Female,75-84 years,572,2803,501,0
2023-09-27,By Month,Texas,Female,85 years and over,407,3284,351,0
2023-09-27,By Month,Texas,All Sexes,All Ages,8794,27270,6474,15
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,167,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,20,312,12,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,38,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,57,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,60,395,38,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,165,688,106,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,313,837,198,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,529,1163,331,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,800,1570,517,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,1082,2014,715,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,1353,2577,883,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,2680,5990,1848,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,1935,4526,1368,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,2010,5974,1536,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,1436,5800,1229,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,872,5329,697,0
2023-09-27,By Month,Texas,Male,All Ages,5137,15012,3745,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,90,0,0
2023-09-27,By Month,Texas,Male,0-17 years,10,179,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,22,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,34,0,0
2023-09-27,By Month,Texas,Male,15-24 years,31,278,19,0
2023-09-27,By Month,Texas,Male,18-29 years,98,487,63,0
2023-09-27,By Month,Texas,Male,25-34 years,208,596,136,0
2023-09-27,By Month,Texas,Male,30-39 years,349,797,227,0
2023-09-27,By Month,Texas,Male,35-44 years,521,1045,346,0
2023-09-27,By Month,Texas,Male,40-49 years,707,1311,463,0
2023-09-27,By Month,Texas,Male,45-54 years,870,1640,560,0
2023-09-27,By Month,Texas,Male,50-64 years,1645,3645,1103,0
2023-09-27,By Month,Texas,Male,55-64 years,1170,2714,797,0
2023-09-27,By Month,Texas,Male,65-74 years,1150,3411,873,0
2023-09-27,By Month,Texas,Male,75-84 years,764,2995,652,0
2023-09-27,By Month,Texas,Male,85 years and over,414,2187,358,0
2023-09-27,By Month,Texas,Female,All Ages,3657,12258,2729,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,77,0,0
2023-09-27,By Month,Texas,Female,0-17 years,10,133,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,16,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,23,0,0
2023-09-27,By Month,Texas,Female,15-24 years,29,117,19,0
2023-09-27,By Month,Texas,Female,18-29 years,67,201,43,0
2023-09-27,By Month,Texas,Female,25-34 years,105,241,62,0
2023-09-27,By Month,Texas,Female,30-39 years,180,366,104,0
2023-09-27,By Month,Texas,Female,35-44 years,279,525,171,0
2023-09-27,By Month,Texas,Female,40-49 years,375,703,252,0
2023-09-27,By Month,Texas,Female,45-54 years,483,937,323,0
2023-09-27,By Month,Texas,Female,50-64 years,1035,2345,745,0
2023-09-27,By Month,Texas,Female,55-64 years,765,1812,571,0
2023-09-27,By Month,Texas,Female,65-74 years,860,2563,663,0
2023-09-27,By Month,Texas,Female,75-84 years,672,2805,577,0
2023-09-27,By Month,Texas,Female,85 years and over,458,3142,339,0
2023-09-27,By Month,Texas,All Sexes,All Ages,4449,23097,3783,13
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,170,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,10,324,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,29,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,77,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,36,346,26,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,88,588,64,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,150,692,106,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,247,873,179,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,342,1077,251,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,457,1406,337,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,616,1903,485,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,1388,4793,1094,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,1040,3690,808,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,1083,5146,948,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,741,5108,716,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,435,4859,439,0
2023-09-27,By Month,Texas,Male,All Ages,2495,12346,2119,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,97,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,188,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,16,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,41,0,0
2023-09-27,By Month,Texas,Male,15-24 years,22,262,15,0
2023-09-27,By Month,Texas,Male,18-29 years,46,436,34,0
2023-09-27,By Month,Texas,Male,25-34 years,87,489,66,0
2023-09-27,By Month,Texas,Male,30-39 years,142,572,99,0
2023-09-27,By Month,Texas,Male,35-44 years,205,683,149,0
2023-09-27,By Month,Texas,Male,40-49 years,285,880,209,0
2023-09-27,By Month,Texas,Male,45-54 years,378,1182,292,0
2023-09-27,By Month,Texas,Male,50-64 years,808,2937,647,0
2023-09-27,By Month,Texas,Male,55-64 years,592,2243,469,0
2023-09-27,By Month,Texas,Male,65-74 years,609,2854,543,0
2023-09-27,By Month,Texas,Male,75-84 years,399,2593,372,0
2023-09-27,By Month,Texas,Male,85 years and over,199,1886,212,0
2023-09-27,By Month,Texas,Female,All Ages,1954,10751,1664,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,73,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,136,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,13,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,36,0,0
2023-09-27,By Month,Texas,Female,15-24 years,14,84,11,0
2023-09-27,By Month,Texas,Female,18-29 years,42,152,30,0
2023-09-27,By Month,Texas,Female,25-34 years,63,203,40,0
2023-09-27,By Month,Texas,Female,30-39 years,105,301,80,0
2023-09-27,By Month,Texas,Female,35-44 years,137,394,102,0
2023-09-27,By Month,Texas,Female,40-49 years,172,526,128,0
2023-09-27,By Month,Texas,Female,45-54 years,238,721,193,0
2023-09-27,By Month,Texas,Female,50-64 years,580,1856,447,0
2023-09-27,By Month,Texas,Female,55-64 years,448,1447,339,0
2023-09-27,By Month,Texas,Female,65-74 years,474,2292,405,0
2023-09-27,By Month,Texas,Female,75-84 years,342,2515,344,0
2023-09-27,By Month,Texas,Female,85 years and over,236,2973,227,0
2023-09-27,By Month,Texas,All Sexes,All Ages,1957,20451,2169,0
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,155,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,287,13,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,35,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,50,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,14,306,13,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,31,459,22,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,55,488,41,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,81,656,76,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,125,870,114,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,184,1065,146,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,246,1380,201,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,577,3870,533,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,435,3053,410,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,473,4360,525,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,358,4903,494,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,248,4851,360,0
2023-09-27,By Month,Texas,Male,All Ages,1142,10937,1284,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,92,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,176,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,20,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,29,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,228,0,0
2023-09-27,By Month,Texas,Male,18-29 years,18,343,15,0
2023-09-27,By Month,Texas,Male,25-34 years,34,350,26,0
2023-09-27,By Month,Texas,Male,30-39 years,57,467,57,0
2023-09-27,By Month,Texas,Male,35-44 years,84,586,79,0
2023-09-27,By Month,Texas,Male,40-49 years,113,670,86,0
2023-09-27,By Month,Texas,Male,45-54 years,152,851,124,0
2023-09-27,By Month,Texas,Male,50-64 years,360,2367,333,0
2023-09-27,By Month,Texas,Male,55-64 years,271,1867,256,0
2023-09-27,By Month,Texas,Male,65-74 years,264,2488,315,0
2023-09-27,By Month,Texas,Male,75-84 years,201,2461,283,0
2023-09-27,By Month,Texas,Male,85 years and over,126,1965,188,0
2023-09-27,By Month,Texas,Female,All Ages,815,9514,885,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,63,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,111,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,15,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,21,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,78,0,0
2023-09-27,By Month,Texas,Female,18-29 years,13,116,0,0
2023-09-27,By Month,Texas,Female,25-34 years,21,138,15,0
2023-09-27,By Month,Texas,Female,30-39 years,24,189,19,0
2023-09-27,By Month,Texas,Female,35-44 years,41,284,35,0
2023-09-27,By Month,Texas,Female,40-49 years,71,395,60,0
2023-09-27,By Month,Texas,Female,45-54 years,94,529,77,0
2023-09-27,By Month,Texas,Female,50-64 years,217,1503,200,0
2023-09-27,By Month,Texas,Female,55-64 years,164,1186,154,0
2023-09-27,By Month,Texas,Female,65-74 years,209,1872,210,0
2023-09-27,By Month,Texas,Female,75-84 years,157,2442,211,0
2023-09-27,By Month,Texas,Female,85 years and over,122,2886,172,0
2023-09-27,By Month,Texas,All Sexes,All Ages,2259,21619,2522,46
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,172,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,306,15,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,36,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,46,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,21,346,19,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,41,527,34,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,50,538,46,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,81,677,64,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,143,836,100,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,206,1096,157,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,248,1477,209,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,565,3931,544,12
2023-09-27,By Month,Texas,All Sexes,55-64 years,432,3086,428,10
2023-09-27,By Month,Texas,All Sexes,65-74 years,548,4773,601,12
2023-09-27,By Month,Texas,All Sexes,75-84 years,488,5175,633,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,322,5134,474,0
2023-09-27,By Month,Texas,Male,All Ages,1309,11427,1392,26
2023-09-27,By Month,Texas,Male,Under 1 year,0,94,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,168,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,22,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,18,0,0
2023-09-27,By Month,Texas,Male,15-24 years,12,243,10,0
2023-09-27,By Month,Texas,Male,18-29 years,26,372,21,0
2023-09-27,By Month,Texas,Male,25-34 years,34,379,28,0
2023-09-27,By Month,Texas,Male,30-39 years,55,472,42,0
2023-09-27,By Month,Texas,Male,35-44 years,103,565,70,0
2023-09-27,By Month,Texas,Male,40-49 years,145,705,99,0
2023-09-27,By Month,Texas,Male,45-54 years,162,918,134,0
2023-09-27,By Month,Texas,Male,50-64 years,351,2412,315,0
2023-09-27,By Month,Texas,Male,55-64 years,266,1890,236,0
2023-09-27,By Month,Texas,Male,65-74 years,322,2702,339,0
2023-09-27,By Month,Texas,Male,75-84 years,259,2617,356,0
2023-09-27,By Month,Texas,Male,85 years and over,148,1979,216,0
2023-09-27,By Month,Texas,Female,All Ages,950,10192,1130,20
2023-09-27,By Month,Texas,Female,Under 1 year,0,78,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,138,11,0
2023-09-27,By Month,Texas,Female,1-4 years,0,14,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,28,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,103,0,0
2023-09-27,By Month,Texas,Female,18-29 years,15,155,13,0
2023-09-27,By Month,Texas,Female,25-34 years,16,159,18,0
2023-09-27,By Month,Texas,Female,30-39 years,26,205,22,0
2023-09-27,By Month,Texas,Female,35-44 years,40,271,30,0
2023-09-27,By Month,Texas,Female,40-49 years,61,391,58,0
2023-09-27,By Month,Texas,Female,45-54 years,86,559,75,0
2023-09-27,By Month,Texas,Female,50-64 years,214,1519,229,0
2023-09-27,By Month,Texas,Female,55-64 years,166,1196,192,0
2023-09-27,By Month,Texas,Female,65-74 years,226,2071,262,0
2023-09-27,By Month,Texas,Female,75-84 years,229,2558,277,0
2023-09-27,By Month,Texas,Female,85 years and over,174,3155,258,0
2023-09-27,By Month,Texas,All Sexes,All Ages,6489,27879,4836,39
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,185,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,17,338,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,43,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,47,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,23,330,13,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,60,542,35,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,106,636,70,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,147,750,101,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,197,930,128,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,326,1263,205,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,512,1782,353,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,1337,5059,971,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,1034,3999,749,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,1523,5963,1204,13
2023-09-27,By Month,Texas,All Sexes,75-84 years,1654,6884,1299,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,1425,7080,1012,0
2023-09-27,By Month,Texas,Male,All Ages,3743,14983,2763,16
2023-09-27,By Month,Texas,Male,Under 1 year,0,90,0,0
2023-09-27,By Month,Texas,Male,0-17 years,10,191,0,0
